id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
2781,"Mother, daughter among 3 killed in road crash",2020-02-02 13:34:02,https://en.prothomalo.com/bangladesh/Mother-daughter-among-3-killed-in-road-crash,"nabinagar area of savar, dhaka",Dhaka,3,0,"Bus, Rickshaw",bus hit rickshaw from behind,Bangladesh,event,road accident,2020-02-02,13:34:02,Feb,2,Clear sky,13,Feb,bus hit rickshaw from behind
2782,Two killed as motorcycles collide in Netrakona,2019-11-25 22:56:56,https://en.prothomalo.com/bangladesh/Two-killed-as-motorcycles-collide-in-Netrakona,netrakona-mohanganj road,Netrakona,2,3,Motorcycles,head-on collision,Bangladesh,event,road accident,2019-11-25,22:56:56,Nov,11,,22,Nov,head-on collision
2783,Magura road crash kills 2,2019-10-26 16:52:05,https://en.prothomalo.com/bangladesh/Magura-road-crash-kills-2-3,jhenidah-magura road,Magura,2,0,"Truck, Motorcycle",truck hit the motorcycle head-on,Bangladesh,event,road accident,2019-10-26,16:52:05,Oct,10,Light rain,16,Oct,truck hit the motorcycle headon
2787,4 missing as trawler sinks in Padma river,2019-12-21 09:57:45,,antar crossing,Rajbari,4,0,Trawler,sank,Bangladesh,event,road accident,2019-12-21,09:57:45,Dec,12,Partly cloudy,9,Dec,sank
2789,"Truck driver, assistant killed in road crash",2020-01-03 00:01:00,,bogura-dhaka highway in sherpur's chandaikona roroya area,Sherpur,2,1,Truck And Bus,head-on collision,Bangladesh,event,road accident,2020-01-03,00:01:00,Jan,1,Moderate rain,0,Jan,head-on collision
2795,Man killed in road crash,2019-12-31 11:03:57,https://en.prothomalo.com/bangladesh/Man-killed-in-road-crash-2,digraj,Bagerhat,1,0,Truck,ran over,Bangladesh,event,road accident,2019-12-31,11:03:57,Dec,12,Clear sky,11,Dec,ran over
2796,Man killed in road crash,2019-12-31 11:03:57,https://en.prothomalo.com/bangladesh/Man-killed-in-road-crash-3,digraj,Bagerhat,1,0,Truck,,Bangladesh,event,road accident,2019-12-31,11:03:57,Dec,12,Clear sky,11,Dec,
2797,Man killed in road crash,2019-12-31 11:03:57,https://en.prothomalo.com/bangladesh/Man-killed-in-road-crash,digraj,Bagerhat,1,0,Truck,truck ran over him,Bangladesh,event,road accident,2019-12-31,11:03:57,Dec,12,Clear sky,11,Dec,truck ran over him
2798,"Illegal gas-power connections behind Narayanganj mosque blast, says Titas",2020-09-17 21:16:51,,narayanganj mosque,Narayanganj,27,9,,"illegal gas and electricity connections, leakage from gas pipeline",Bangladesh,event,road accident,2020-09-17,21:16:51,Sep,9,Light rain,21,Sep,illegal gas and electricity connections leakage from gas pipeline
2800,Over 100 lives lost along the 4km stretch,2021-08-09 19:26:52,https://en.prothomalo.com/bangladesh/accident/over-100-lives-lost-along-the-4km-stretch,"matuail along the dhaka-chattagram highway, in front of shishu matrisadan institute hospital",Dhaka,1,0,Bus,hit by a bus while crossing the street,Bangladesh,event,road accident,2021-08-09,19:26:52,Aug,8,Light rain,19,Aug,hit by a bus while crossing the street
2801,Road crashes kill 11 in three districts,2020-07-31 23:01:56,https://en.prothomalo.com/bangladesh/accident/road-crashes-kill-11-in-three-districts,boraya chanpur in osmaninagar upazila,Sylhet,5,1,"Bus, Private Car",bus hit a private car,Bangladesh,event,road accident,2020-07-31,23:01:56,Jul,7,Moderate rain,23,Jul,bus hit a private car
2803,"Mother, daughter among 3 killed in road crash",2019-12-12 15:00:30,https://en.prothomalo.com/bangladesh/Mother-daughter-among-3-killed-in-road-crash-2,dhaka-kapasia-monohardi road in kapasia,Gazipur,3,2,"Bus, Auto Rickshaw",bus hit an auto rickshaw,Bangladesh,event,road accident,2019-12-12,15:00:30,Dec,12,Thunderstorm (slight),15,Dec,bus hit an auto rickshaw
2804,"Mother, daughter among 3 killed in road crash",2019-12-12 15:00:30,https://en.prothomalo.com/bangladesh/Mother-daughter-among-3-killed-in-road-crash,dhaka-kapasia-monohardi road,Gazipur,3,2,"Bus, Auto Rickshaw",bus hitting auto rickshaw,Bangladesh,event,road accident,2019-12-12,15:00:30,Dec,12,Thunderstorm (slight),15,Dec,bus hitting auto rickshaw
2805,Withdraw cases against students,2020-07-30 19:44:35,https://en.prothomalo.com/opinion/editorial/withdraw-cases-against-students,"dhaka, bangladesh",Dhaka,2,0,,,Bangladesh,event,road accident,2020-07-30,19:44:35,Jul,7,Light rain,19,Jul,
2808,Satkhira road crash kills 1,2019-11-13 13:29:18,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1-3,patkelghata bazar,Satkhira,1,0,Three-Wheeler And Motorcycle,collision,Bangladesh,event,road accident,2019-11-13,13:29:18,Nov,11,Partly cloudy,13,Nov,collision
2809,Satkhira road crash kills 1,2019-11-13 13:29:18,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1-2,patkelghata bazar,Satkhira,1,0,Three-Wheeler And Motorcycle,collision,Bangladesh,event,road accident,2019-11-13,13:29:18,Nov,11,Partly cloudy,13,Nov,collision
2810,Satkhira road crash kills 1,2019-11-13 13:29:18,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1,patkelghata bazar,Satkhira,1,0,"Three-Wheeler, Motorcycle",collision,Bangladesh,event,road accident,2019-11-13,13:29:18,Nov,11,Partly cloudy,13,Nov,collision
2812,Killing of Mohib Ullah underscores violence in camps,2021-10-02 09:01:29,https://en.prothomalo.com/bangladesh/bangladesh-in-world-media/killing-of-mohib-ullah-underscores-violence-in-camps,refugee camps outside cox's bazar,Cox's Bazar,1,0,,gun violence,Bangladesh,event,road accident,2021-10-02,09:01:29,Oct,10,Light rain,9,Oct,gun violence
2814,3 killed in truck-bus collision,2019-11-26 11:07:19,,dhaka-barishal highway,Faridpur,3,0,"Bus, Truck",head-on collision,Bangladesh,event,road accident,2019-11-26,11:07:19,Nov,11,Partly cloudy,11,Nov,head-on collision
2815,"Road crash ends  actress Asha Chowdhury’s life, dreams ",2021-01-05 21:39:48,,technical intersection,Dhaka,1,0,"Truck, Motorcycle",truck hit the motorbike,Bangladesh,event,road accident,2021-01-05,21:39:48,Jan,1,Clear sky,21,Jan,truck hit the motorbike
2817,Narayanganj mosque blast: Toll rises to 21,2020-09-06 09:38:50,,narayanganj mosque,Narayanganj,21,0,,explosion and fire,Bangladesh,event,road accident,2020-09-06,09:38:50,Sep,9,Light rain,9,Sep,explosion and fire
2819,Bus falls into pond in Noakhali,2019-11-08 22:24:40,,kalugazir pukur area,Noakhali,0,0,Bus,plunged into a pond,Bangladesh,event,road accident,2019-11-08,22:24:40,Nov,11,Dense rain,22,Nov,plunged into a pond
2820,Three of a family killed in Tangail road crash,2019-12-06 11:33:11,https://en.prothomalo.com/bangladesh/Three-of-a-family-killed-in-Tangail-road-crash,dhaka-tangail highway near the bangabandhu bridge,Tangail,3,5,Car,road crash,Bangladesh,event,road accident,2019-12-06,11:33:11,Dec,12,Partly cloudy,11,Dec,road accident
2821,Keraniganj fire death toll climbs to 14,2019-12-14 12:31:20,,keraniganj,Dhaka,14,0,,plastic factory fire,Bangladesh,event,road accident,2019-12-14,12:31:20,Dec,12,Mainly clear,12,Dec,plastic factory fire
2823,Four killed in Rangpur road accident,2015-09-16 22:40:26,,rangpur-dhaka highway,Rangpur,4,40,,,Bangladesh,event,road accident,2015-09-16,22:40:26,Sep,9,Moderate rain,22,Sep,
2825,"35,000 families living in Khagrachhari hills amid landslide risk

",2020-07-23 12:55:32,https://en.prothomalo.com/bangladesh/local-news/35000-families-living-in-khagrachhari-hills-amid-landslide-risk,khagrachhari hill slopes,Khagrachhari,0,0,,landslides triggered by heavy rains,Bangladesh,event,road accident,2020-07-23,12:55:32,Jul,7,Moderate rain,12,Jul,landslides triggered by heavy rains
2826,2 killed in Cumilla road crash,2019-11-13 11:59:36,https://en.prothomalo.com/bangladesh/accident/sv6idq6a0i,dhaka-chattogram highway at korpai,Cumilla,2,0,Pick-Up Van,van plunged into a roadside ditch,Bangladesh,event,road accident,2019-11-13,11:59:36,Nov,11,Partly cloudy,11,Nov,van plunged into a roadside ditch
2827,2 killed in Cumilla road crash,2019-11-13 11:59:36,https://en.prothomalo.com/bangladesh/2-killed-in-Cumilla-road-crash,dhaka-chattogram highway at korpai,Dhaka,2,0,Pick-Up Van,plunged into a roadside ditch,Bangladesh,event,road accident,2019-11-13,11:59:36,Nov,11,Lightning visible,11,Nov,plunged into a roadside ditch
2828,"Blast at traffic police box: Security beefed up in Chattogram

",2020-02-29 16:13:07,https://en.prothomalo.com/bangladesh/crime-and-law/blast-at-traffic-police-box-security-beefed-up-in-chattogram,soloshohor area,Chattogram,0,5,,explosion at a traffic police box,Bangladesh,event,road accident,2020-02-29,16:13:07,Feb,2,Clear sky,16,Feb,explosion at a traffic police box
2829,Road crash kills college girl,2019-09-28 23:14:42,https://en.prothomalo.com/bangladesh/Bangladesh-Road-crash-kills-college-girl,dhaka-rangpur highway,Rangpur,1,0,Bus,speeding bus,Bangladesh,event,road accident,2019-09-28,23:14:42,Sep,9,Moderate rain,23,Sep,speeding bus
2831,"3 killed as microbus cylinder blasts being hit by bus, truck",2019-11-10 10:14:06,https://en.prothomalo.com/bangladesh/3-killed-as-microbus-cylinder-blasts-being-hit-by,gobindapur,Cumilla,3,5,"Microbus, Bus, Truck",gas cylinder explosion after collision with bus and truck,Bangladesh,event,road accident,2019-11-10,10:14:06,Nov,11,Heavy rain,10,Nov,gas cylinder explosion after collision with bus and truck
2841,Seven killed in Dinajpur road crash,2020-07-07 00:00:17,https://en.prothomalo.com/bangladesh/accident/five-killed-two-injured-in-dinajpur-road-crash,25-mile point on the dinajpur-panchagarh highway in birganj upazila,Dinajpur,7,0,Rickshaw-Van,,Bangladesh,event,road accident,2020-07-07,00:00:17,Jul,7,Moderate rain,0,Jul,
2845,"Father, son missing in Chapainawabganj boat capsize",2019-10-08 19:16:16,,padma river,Nawabganj,2,0,,boat capsized,Bangladesh,event,road accident,2019-10-08,19:16:16,Oct,10,Moderate rain,19,Oct,boat capsized
2854,2 bodies recovered in Padma trawler capsize,2019-12-22 22:57:28,https://en.prothomalo.com/bangladesh/2-bodies-recovered-in-Padma-trawler-capsize,padma river at debgram kawaljani,Rajbari,2,0,Trawler,trawler sank,Bangladesh,event,road accident,2019-12-22,22:57:28,Dec,12,Rain showers (violent),22,Dec,trawler sank
2855,"Meghna trawler capsize: One dead, four others missing",2019-11-11 11:39:58,https://en.prothomalo.com/bangladesh/Meghna-trawler-capsize-1-killed-4-others-missing,river meghna,Bhola,1,0,Fishing Trawler,sank,Bangladesh,event,road accident,2019-11-11,11:39:58,Nov,11,Light rain,11,Nov,sank
2856,"One killed, 10-15 feared missing in launch collision",2019-12-07 16:14:01,https://en.prothomalo.com/bangladesh/One-killed-10-15-feared-missing-in-launch,river meghna,Narayanganj,1,5,Launch,head-on collision,Bangladesh,event,road accident,2019-12-07,16:14:01,Dec,12,Partly cloudy,16,Dec,head-on collision
2857,Padma river speedboat crash toll rises to 4,2019-10-25 12:57:42,https://en.prothomalo.com/bangladesh/Padma-river-speedboat-crash-toll-rises-to-4,padma river in zajira upazila,Shariatpur,4,0,Speed Boat,collision between two speedboats,Bangladesh,event,road accident,2019-10-25,12:57:42,Oct,10,Light rain,12,Oct,collision between two speedboats
2858,3 hurt as police vehicle hits lamp post on footpath,2019-11-08 15:11:48,https://en.prothomalo.com/bangladesh/3-hurt-as-police-vehicle-hits-lamp-post-ploughs,chandrima udyan,Dhaka,0,3,,,Bangladesh,event,road accident,2019-11-08,15:11:48,Nov,11,Moderate rain,15,Nov,
2859,"Habiganj, Brahmanbaria road crashes kill 14",2020-03-06 11:19:11,https://en.prothomalo.com/bangladesh/accident/habiganj-brahmanbaria-road-crashes-kill-14,dhaka-sylhet highway at kandigaon in nabiganj upazila,Habiganj,14,9,Microbus,crashed into a roadside tree,Bangladesh,event,road accident,2020-03-06,11:19:11,Mar,3,Dense rain,11,Mar,crashed into a roadside tree
2860,Three killed in separate road crashes ,2020-03-04 12:41:16,https://en.prothomalo.com/bangladesh/accident/3-killed-in-separate-road-crashes,begumganj-sonaimuri road in begumganj upazila,Noakhali,2,3,,,Bangladesh,event,road accident,2020-03-04,12:41:16,Mar,3,Light rain,12,Mar,
2862,6 high school students killed in road crash,2020-03-01 14:17:58,https://en.prothomalo.com/bangladesh/accident/6-high-school-students-killed-in-road-crash,durgapur upazila,Netrakona,6,20,"Pick-Up Van, Truck",head-on collision,Bangladesh,event,road accident,2020-03-01,14:17:58,Mar,3,,14,Mar,head-on collision
2863,Indefinite strike by lighterage vessel workers disrupts works at Chattogram port,2020-10-20 17:41:16,,chattogram port,Chattogram,0,0,Lighterage Vessels And Oil Tankers,strike by water transport workers,Bangladesh,event,road accident,2020-10-20,17:41:16,Oct,10,Heavy rain,17,Oct,strike by water transport workers
2864,2 killed in Gazipur road accident,2015-09-11 13:06:36,,nayanpur on the dhaka-mymensingh highway,Gazipur,2,3,"Bus, Cng-Run Auto-Rickshaw",bus knocked down a cng-run auto-rickshaw,Bangladesh,event,road accident,2015-09-11,13:06:36,Sep,9,Moderate rain,13,Sep,bus knocked down a cngrun autorickshaw
2865,"Permanent solution needed to remove overhead cables in the city

",2020-10-19 13:14:28,,dhaka metropolis,Dhaka,0,0,Cables,unregulated installation of cables,Bangladesh,event,road accident,2020-10-19,13:14:28,Oct,10,Light rain,13,Oct,unregulated installation of cables
2866,Army man killed in Chattogram road crash,2019-11-06 11:01:10,https://en.prothomalo.com/bangladesh/Army-man-killed-in-Chattogram-road-crash,dhaka-chattogram highway at fouzdarhat,Chattogram,1,1,,,Bangladesh,event,road accident,2019-11-06,11:01:10,Nov,11,Partly cloudy,11,Nov,
2867,2 pedestrians killed in Kurigram road crash,2019-12-02 19:46:51,https://en.prothomalo.com/bangladesh/2-pedestrians-killed-in-Kurigram-road-crash,chowrasta intersection of kurigram town,Kurigram,2,16,"Truck, Auto-Rickshaw",truck crashed into auto-rickshaw and pedestrians,Bangladesh,event,road accident,2019-12-02,19:46:51,Dec,12,Partly cloudy,19,Dec,truck crashed into autorickshaw and pedestrians
2871,3 missing as sand-laden vessel sinks in Meghna,2019-11-17 12:14:58,https://en.prothomalo.com/bangladesh/3-missing-as-sand-laden-vessel-sinks-in-Meghna,river meghna,Munshiganj,0,0,Vessel And Launch,collision between vessel and launch,Bangladesh,event,road accident,2019-11-17,12:14:58,Nov,11,Partly cloudy,12,Nov,collision between vessel and launch
2872,Youth killed as microbus hits him,2019-09-03 13:36:11,,palashbari,Gaibandha,1,0,Microbus,hit by microbus,Bangladesh,event,road accident,2019-09-03,13:36:11,Sep,9,Moderate rain,13,Sep,hit by microbus
2873,Gas cylinder blast kills 5 children,2019-10-30 20:28:18,https://en.prothomalo.com/bangladesh/Gas-cylinder-blast-kills-4-children,rupnagar residential area,Dhaka,5,0,,gas cylinder blast,Bangladesh,event,road accident,2019-10-30,20:28:18,Oct,10,Partly cloudy,20,Oct,gas cylinder blast
2875,One killed in Mirpur road accident,2015-08-29 19:24:26,,mirpur-10 area,Dhaka,1,0,Bus,run over by a passenger bus,Bangladesh,event,road accident,2015-08-29,19:24:26,Aug,8,Moderate rain,19,Aug,run over by a passenger bus
2877,2 killed as lorry falls off bridge in Chattogram,2019-10-28 16:24:53,,kalushah nagar area on dhaka-chattogram highway,Chattogram,2,0,Truck,fell off a bridge,Bangladesh,event,road accident,2019-10-28,16:24:53,Oct,10,Partly cloudy,16,Oct,fell off a bridge
2882,"2 killed in Chandpur, Benapole road crashes",2019-12-05 13:58:42,https://en.prothomalo.com/bangladesh/2-killed-in-Chandpur-Benapole-road-crashes,"amtala-gatipara road, sharsha upazila",Jashore,2,0,"Trolley, Truck",truck hit trolley,Bangladesh,event,road accident,2019-12-05,13:58:42,Dec,12,Partly cloudy,13,Dec,truck hit trolley
2883,College student killed in road crash,2019-12-04 15:44:51,https://en.prothomalo.com/bangladesh/College-student-killed-in-road-crash-5,kashimpur,,1,2,Motorcycle,returning home by motorcycle,Bangladesh,event,road accident,2019-12-04,15:44:51,Dec,12,,15,Dec,returning home by motorcycle
2884,College student killed in road crash,2019-12-04 15:44:51,https://en.prothomalo.com/bangladesh/College-student-killed-in-road-crash-4,kashimpur,,1,2,Motorcycle,returning home,Bangladesh,event,road accident,2019-12-04,15:44:51,Dec,12,,15,Dec,returning home
2886,College student killed in road crash,2019-12-04 15:44:51,https://en.prothomalo.com/bangladesh/College-student-killed-in-road-crash-2,kashimpur,,1,2,Motorcycle,returning home by motorcycle,Bangladesh,event,road accident,2019-12-04,15:44:51,Dec,12,,15,Dec,returning home by motorcycle
2887,College student killed in road crash,2019-12-04 15:44:51,https://en.prothomalo.com/bangladesh/College-student-killed-in-road-crash,kashimpur,,1,2,Motorcycle,returning home by motorcycle,Bangladesh,event,road accident,2019-12-04,15:44:51,Dec,12,,15,Dec,returning home by motorcycle
2888,Brahmanbaria road crash kill 2 forest officials,2019-10-10 13:03:39,https://en.prothomalo.com/bangladesh/Brahmanbaria-road-crash-kill-2-forest-officials,cumilla-sylhet highway at ghatura,Brahmanbaria,2,0,"Truck, Motorcycle",truck hitting motorbike,Bangladesh,event,road accident,2019-10-10,13:03:39,Oct,10,Moderate rain,13,Oct,truck hitting motorbike
2889,Gas cylinder explosion kills 2,2019-10-09 14:53:26,https://en.prothomalo.com/bangladesh/Gas-cylinder-explosion-kills-2,srirampur village,Brahmanbaria,2,0,,gas cylinder explosion,Bangladesh,event,road accident,2019-10-09,14:53:26,Oct,10,Light rain,14,Oct,gas cylinder explosion
2891,3 motorcyclists killed in road crash,2019-11-18 11:04:08,https://en.prothomalo.com/bangladesh/3-motorcyclists-killed-in-road-crash-2,afania area of sonaimuri upazila,Noakhali,3,1,Motorbike And A Bus,collision,Bangladesh,event,road accident,2019-11-18,11:04:08,Nov,11,Mainly clear,11,Nov,collision
2892,3 motorcyclists killed in road crash,2019-11-18 11:04:08,https://en.prothomalo.com/bangladesh/3-motorcyclists-killed-in-road-crash,dhaka-noakhali road in afania area,Noakhali,3,1,Motorbike And A Bus,collision,Bangladesh,event,road accident,2019-11-18,11:04:08,Nov,11,Mainly clear,11,Nov,collision
2894,Two killed as bike falls into pond,2019-10-22 13:08:21,https://en.prothomalo.com/bangladesh/Biker-pillion-rider-killed-as-bike-falls-into,khoksha upazila,Kushtia,2,1,Motorcycle,plunged into a pond,Bangladesh,event,road accident,2019-10-22,13:08:21,Oct,10,Moderate rain,13,Oct,plunged into a pond
2895,"‘Gas pipeline blast’, wall collapse kill 7",2019-11-17 13:35:15,https://en.prothomalo.com/bangladesh/‘Gas-pipeline-blast-’-wall-collapse-kills-7,brickfield road in patharghata,Chattogram,7,0,,wall collapse following gas pipeline explosion,Bangladesh,event,road accident,2019-11-17,13:35:15,Nov,11,Duststorm or sandstorm,13,Nov,wall collapse following gas pipeline explosion
2896,Three killed as bus falls into ditch,2019-10-08 10:22:25,https://en.prothomalo.com/bangladesh/Three-killed-as-bus-falls-into-ditch,kumardia,Faridpur,3,9,Bus,driver lost control over steering,Bangladesh,event,road accident,2019-10-08,10:22:25,Oct,10,Moderate rain,10,Oct,driver lost control over steering
2897,3 killed as trucks collide,2019-09-10 16:20:23,https://en.prothomalo.com/bangladesh/3-killed-as-trucks-collide,rampal power plant bypass road beside khulna-mongla highway,Khulna,3,1,Truck,moving truck hit a standing truck,Bangladesh,event,road accident,2019-09-10,16:20:23,Sep,9,Moderate rain,16,Sep,moving truck hit a standing truck
2898,"Schoolboy killed, many feared trapped as building collapses in Narayanganj",2019-11-03 18:56:58,https://en.prothomalo.com/bangladesh/Schoolboy-killed-many-feared-trapped-as-building,babubail area of narayanganj city,Narayanganj,1,0,Building,constructed without following the building code,Bangladesh,event,road accident,2019-11-03,18:56:58,Nov,11,Partly cloudy,18,Nov,constructed without following the building code
2900,Four shops gutted in Syhet market fire,2019-08-26 11:49:14,https://en.prothomalo.com/bangladesh/Four-shops-gutted-in-Syhet-market-fire,bangla bazar market,Sylhet,0,0,,fire,Bangladesh,event,road accident,2019-08-26,11:49:14,Aug,8,Moderate rain,11,Aug,fire
2902,Lightning strike kills two brothers,2019-09-20 21:01:28,https://en.prothomalo.com/environment/Lightning-strike-kills-two-brothers,gulishakhali village,Barguna,2,0,Motorcycle,lightning strike,Bangladesh,event,road accident,2019-09-20,21:01:28,Sep,9,Moderate rain,21,Sep,lightning strike
2904,Truck hits traffic police to death,2019-07-06 11:21:38,https://en.prothomalo.com/bangladesh/Truck-hits-traffic-police-to-death,jatrabari intersecti,Dhaka,1,0,Truck,truck hit traffic police,Bangladesh,event,road accident,2019-07-06,11:21:38,Jul,7,Dense rain,11,Jul,truck hit traffic police
2905,Faridpur road crash death toll rises to 4,2019-11-13 18:10:44,https://en.prothomalo.com/bangladesh/Faridpur-road-crash-death-toll-rises-to-4,faridpur,Faridpur,4,2,,,Bangladesh,event,road accident,2019-11-13,18:10:44,Nov,11,Mainly clear,18,Nov,
2906,Tractor kills 2 school students in Kishoreganj,2019-09-18 20:20:34,https://en.prothomalo.com/bangladesh/Tractor-kills-2-school-students-in-Kishoreganj,lakhpur,Kishoreganj,2,0,Tractor,tractor hit students,Bangladesh,event,road accident,2019-09-18,20:20:34,Sep,9,Partly cloudy,20,Sep,tractor hit students
2907,Cumilla road crash kills two,2019-08-20 11:06:06,https://en.prothomalo.com/bangladesh/Cumilla-road-crash-kills-two,kursap on dhaka-chattogram highway,Cumilla,2,3,,,Bangladesh,event,road accident,2019-08-20,11:06:06,Aug,8,Moderate rain,11,Aug,
2909,State minister avoids disclosing cause of Buriganga launch capsize,2020-07-07 20:35:34,,buriganga river,Dhaka,32,0,,negligence,Bangladesh,event,road accident,2020-07-07,20:35:34,Jul,7,Light rain,20,Jul,negligence
2912,2 killed in roof collapse at Barapukuria coal mine,2019-10-27 22:26:24,https://en.prothomalo.com/bangladesh/2-killed-in-roof-collapse-at-Barapukuria-coal-mine,barapukuria coal mine,Dinajpur,2,3,,collapse of the roof of an under-construction power substation,Bangladesh,event,road accident,2019-10-27,22:26:24,Oct,10,Light rain,22,Oct,collapse of the roof of an underconstruction power substation
2913,Karnaphuli oil spill: Ship owner fined Tk 30m,2019-10-27 18:01:59,https://en.prothomalo.com/environment/Karnaphuli-oil-spill-Ship-owner-fined-Tk-30m,"karnaphuli river, dolphin oil jetty-3 area of chittagong port",Chattogram,0,0,"Oil Tanker, Lighterage Ship",collision between two vessels,Bangladesh,event,road accident,2019-10-27,18:01:59,Oct,10,Light rain,18,Oct,collision between two vessels
2918,Bank official dies in road accident,2015-08-17 15:57:11,https://en.prothomalo.com/bangladesh/Bank-official-dies-in-road-accident,dhour area,Dhaka,1,1,"Truck, Motorcycle",truck hit the bike,Bangladesh,event,road accident,2015-08-17,15:57:11,Aug,8,Moderate rain,15,Aug,truck hit the bike
2919,2 motorcyclists killed in Kurigram road crash,2019-08-26 20:01:41,https://en.prothomalo.com/bangladesh/2-motorcyclists-killed-in-Kurigram-road-crash,chandipur bazar,Kurigram,2,2,Motorcycle,head-on collision between two motorcycles,Bangladesh,event,road accident,2019-08-26,20:01:41,Aug,8,Light rain,20,Aug,headon collision between two motorcycles
2920,"Gazipur road crash kills father, son",2019-08-26 17:28:34,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-father-son,dhaka bypass at meghdubi,Gazipur,2,1,Covered Van And Auto-Rickshaw,covered van hit an auto-rickshaw,Bangladesh,event,road accident,2019-08-26,17:28:34,Aug,8,Light rain,17,Aug,covered van hit an autorickshaw
2923,Keraniganj fire death toll rises to 11,2019-12-12 14:27:55,https://en.prothomalo.com/bangladesh/Keraniganj-fire-death-toll-rises-to-11,keraniganj,Dhaka,11,0,Other (Industrial),plastic factory fire,Bangladesh,event,road accident,2019-12-12,14:27:55,Dec,12,Partly cloudy,14,Dec,plastic factory fire
2926,"Mother, son die after falling off running bus in Narayanganj",2019-12-11 14:49:47,https://en.prothomalo.com/bangladesh/Mother-son-die-after-falling-off-running-bus-in,shimultali area,Narayanganj,2,0,Bus,fell off a running bus,Bangladesh,event,road accident,2019-12-11,14:49:47,Dec,12,Squalls,14,Dec,fell off a running bus
2927,Barishal road crash kills 2,2019-10-05 13:00:49,https://en.prothomalo.com/bangladesh/Barishal-road-crash-kills-2,dhaka-barishal highway in kashimpur,Barishal,2,2,"Private Car, Three-Wheeler",car hit a three-wheeler,Bangladesh,event,road accident,2019-10-05,13:00:49,Oct,10,Light rain,13,Oct,car hit a threewheeler
2935,Road crash kills 2,2019-06-16 11:40:54,https://en.prothomalo.com/bangladesh/Road-crash-kills-2,salavora,Gazipur,2,0,Cement-Laden Truck,overturned,Bangladesh,event,road accident,2019-06-16,11:40:54,Jun,6,Moderate rain,11,Jun,overturned
2936,Naogaon road crash kills 2 DB men,2019-11-01 08:52:02,https://en.prothomalo.com/bangladesh/Naogaon-road-crash-kill-2-DB-men,dhamoirhat upazila,Naogaon,2,0,Vehicle,crashed into a roadside tree,Bangladesh,event,road accident,2019-11-01,08:52:02,Nov,11,Light rain,8,Nov,crashed into a roadside tree
2938,Road crash kills college student among 2,2019-08-07 11:35:36,,atukura,Habiganj,2,7,Motorcycle And Auto-Rickshaw,motorcycle hitting an auto-rickshaw,Bangladesh,event,road accident,2019-08-07,11:35:36,Aug,8,Moderate rain,11,Aug,motorcycle hitting an autorickshaw
2942,4 killed in Mushiganj road accident,2015-08-12 20:11:18,https://en.prothomalo.com/bangladesh/4-killed-in-Mushiganj-road-accident,alipura,Munshiganj,4,0,Pickup Van,overturned,Bangladesh,event,road accident,2015-08-12,20:11:18,Aug,8,Moderate rain,20,Aug,overturned
2943,"Mother killed, son injured in Dhaka road crash",2019-10-13 19:52:47,https://en.prothomalo.com/bangladesh/Mother-killed-son-injured-in-Dhaka-road-crash,kakrail crossing,Dhaka,1,1,"Covered Van, Rickshaw",covered van hit a rickshaw,Bangladesh,event,road accident,2019-10-13,19:52:47,Oct,10,Mainly clear,19,Oct,covered van hit a rickshaw
2945,"Bangladesh Bank official, two daughters killed in road crash",2019-12-28 14:17:11,https://en.prothomalo.com/bangladesh/Bangladesh-Bank-official-two-daughters-killed-in,fouzdarhat,Chattogram,3,2,,,Bangladesh,event,road accident,2019-12-28,14:17:11,Dec,12,Partly cloudy,14,Dec,
2946,3 killed as cattle-laden truck overturns,2019-07-31 18:29:25,https://en.prothomalo.com/bangladesh/3-killed-as-cattle-laden-truck-overturns,dhaka-chattogram highway,Dhaka,3,0,Truck,overturned,Bangladesh,event,road accident,2019-07-31,18:29:25,Jul,7,Light rain,18,Jul,overturned
2947,3 killed in Cumilla road crash,2019-07-31 09:31:09,https://en.prothomalo.com/bangladesh/3-killed-in-Cumilla-road-crash,dhaka-chattogram highway,Dhaka,3,0,Truck,truck overturned,Bangladesh,event,road accident,2019-07-31,09:31:09,Jul,7,Light rain,9,Jul,truck overturned
2950,"Leaders call for saving transport sector from extortion

",2020-03-06 21:46:10,,national press club,Dhaka,0,0,"Auto-Rickshaw, Auto-Tempo",extortion by police and political leaders,Bangladesh,event,road accident,2020-03-06,21:46:10,Mar,3,Heavy rain,21,Mar,extortion by police and political leaders
2953,Another Chattogram gas pipeline blast victim dies,2019-11-29 19:24:23,https://en.prothomalo.com/bangladesh/Another-Chattogram-gas-pipeline-blast-victim-dies,patharghata,Chattogram,8,15,,gas pipeline explosion,Bangladesh,event,road accident,2019-11-29,19:24:23,Nov,11,Partly cloudy,19,Nov,gas pipeline explosion
